Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
95,1,bye,"Yes, we offer a 30-day refund policy for eligible returns.",You're welcome! Have a great day!,-1,False
95,2,how to cancel order,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sure, I can help you cancel your order.",-1,False
95,3,order not arrived,"Sorry, I didn’t quite get that. Could you please rephrase?",I'm sorry to hear that. Let me check the tracking info for you.,-1,True
96,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
96,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
96,3,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,True
97,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
97,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
97,3,stop my purchase,I'm sorry to hear that. Let me check the tracking info for you.,"Sure, I can help you cancel your order.",-1,True
98,1,where is my order?,You're welcome! Have a great day!,I'm sorry to hear that. Let me check the tracking info for you.,-1,False
98,2,stop my purchase,"I'm just a bot, but I’m here to help you!","Sure, I can help you cancel your order.",-1,False
98,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
99,1,see you,You can reset your password using the link we sent to your email.,You're welcome! Have a great day!,-1,False
99,2,where is my order?,"Our business hours are 9 AM to 5 PM, Monday to Friday.",I'm sorry to hear that. Let me check the tracking info for you.,-1,False
99,3,order is delayed,"I'm just a bot, but I’m here to help you!",I'm sorry to hear that. Let me check the tracking info for you.,-1,True
100,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
101,1,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
101,2,sup bot,You're welcome! Have a great day!,"I'm just a bot, but I’m here to help you!",-1,False
101,3,order is delayed,"I'm just a bot, but I’m here to help you!",I'm sorry to hear that. Let me check the tracking info for you.,-1,True
102,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
102,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
102,3,thanks,"Our business hours are 9 AM to 5 PM, Monday to Friday.",You're welcome! Have a great day!,-1,True
103,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
103,2,how to cancel order,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sure, I can help you cancel your order.",-1,False
103,3,bye,"I'm just a bot, but I’m here to help you!",You're welcome! Have a great day!,-1,True
104,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
104,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
104,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
105,1,order is delayed,You're welcome! Have a great day!,I'm sorry to hear that. Let me check the tracking info for you.,-1,False
105,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
105,3,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
106,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
106,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
106,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
107,1,hello,"Yes, we offer a 30-day refund policy for eligible returns.",Hello! How can I help you today?,-1,False
107,2,business hours?,"Sure, I can help you cancel your order.","Our business hours are 9 AM to 5 PM, Monday to Friday.",-1,False
107,3,how are you?,"Sure, I can help you cancel your order.","I'm just a bot, but I’m here to help you!",-1,True
108,1,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
108,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
109,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
109,2,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,False
109,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
110,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
110,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
110,3,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
111,1,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
111,2,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
111,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
112,1,sup bot,You're welcome! Have a great day!,"I'm just a bot, but I’m here to help you!",-1,False
112,2,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
112,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
113,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
114,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
114,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
114,3,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,True
115,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
116,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
116,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
116,3,hi,Hello! How can I help you today?,Hello! How can I help you today?,1,True
117,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
117,2,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
118,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
118,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
118,3,play music,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
119,1,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
119,2,what's 2+2,"Sure, I can help you cancel your order.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
119,3,return an item,"Sure, I can help you cancel your order.","Yes, we offer a 30-day refund policy for eligible returns.",-1,True
120,1,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
120,2,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
120,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
121,1,order not arrived,You're welcome! Have a great day!,I'm sorry to hear that. Let me check the tracking info for you.,-1,False
121,2,how to cancel order,"Yes, we offer a 30-day refund policy for eligible returns.","Sure, I can help you cancel your order.",-1,False
121,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
122,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
122,2,how to cancel order,You can reset your password using the link we sent to your email.,"Sure, I can help you cancel your order.",-1,False
122,3,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
123,1,bye,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
123,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
123,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
124,1,thank you,"Our business hours are 9 AM to 5 PM, Monday to Friday.",You're welcome! Have a great day!,-1,False
124,2,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
124,3,hi darling,"Sure, I can help you cancel your order.","I'm just a bot, but I’m here to help you!",-1,True
125,1,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
125,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
125,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
126,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
126,2,cancel my order,You're welcome! Have a great day!,"Sure, I can help you cancel your order.",-1,False
126,3,what's 2+2,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
127,1,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,False
127,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
127,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
